Code,Site,Lat,Lon,Year,Month,Date,Nights_Fished,Hours_Fished,Weather,Subsample,Metacarcinus_magister_megalopae,Metacarcinus_magister_instar,TotalMmagister,CPUE_Night,CPUE_Hour,Error_Code
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-23,1,10.5,"Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Apr,2024-04-21,2,21,Rain,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jun,2024-06-28,2,15,"Sunny,Overcast",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jun,2024-06-30,2,15,"Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-03,1,9.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-05,1,9.5,"Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-08,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-10,1,8.5,"Sunny,Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-12,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jun,2024-06-16,2,15,"Sunny,Overcast",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,May,2024-05-07,2,19,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-16,1,8.5,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,May,2024-05-17,2,17,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,May,2024-05-15,2,17,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-25,2,17,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Apr,2023-04-29,2,20,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-01,2,20,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-03,2,19,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-05,2,19,"Rain,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Apr,2024-04-27,2,19,Overcast,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Apr,2024-04-29,2,19,"Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Aug,2024-08-11,2,18,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-14,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jul,2024-07-21,1,8.5,"Sunny,Windy",N,0,0,0,0,0,BAT
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jul,2024-07-25,2,17,"Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Apr,2024-04-19,2,21,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-23,2,18,Overcast,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jun,2024-06-26,2,15,"Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-30,1,8.5,"Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-01,1,9.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-26,1,8.5,"Sunny,Overcast",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-07,1,9.5,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jul,2024-07-06,2,16,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jul,2024-07-11,1,8,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,May,2024-05-05,2,19,"Windy,Overcast",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-15,2,18,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-17,2,18,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,May,2024-05-11,2,17,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,May,2024-05-13,2,17,"Sunny,Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Apr,2024-04-17,2,21,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Apr,2023-04-27,2,20,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jun,2024-06-24,2,15,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-28,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-24,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jul,2024-07-15,1,8,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-07,2,19,"Sunny,Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,May,2024-05-01,2,19,"Rain,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jul,2024-07-13,1,8,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-21,2,18,"Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jul,2024-07-17,1,8,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jun,2024-06-18,2,15,Overcast,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jun,2024-06-20,2,15,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,May,2024-05-03,2,19,Overcast,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jun,2024-06-22,2,15,"Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-20,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-22,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-21,1,9.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-13,1,10,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-13,1,9.5,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2024,Jul,2024-07-19,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-15,1,9.5,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Jul,2023-07-18,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Apr,2023-04-25,1,10,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Apr,2023-04-23,2,21,"Rain,Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-09,1,9.5,"Sunny,Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-11,1,9.5,"Overcast,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-11,2,18,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-19,2,18,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-19,1,9.5,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Apr,2023-04-21,2,21,Rain,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Apr,2023-04-17,2,21,Overcast,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,May,2023-05-09,2,19,"Sunny,Windy",N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Apr,2023-04-19,2,21,Sunny,N,0,0,0,0,0,None
ALB,Alberni Inlet,49.231972,-124.81451,2023,Aug,2023-08-17,1,9.5,"Sunny,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-16,2,16,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-14,2,16,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-12,1,8,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-23,1,10.5,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-20,1,9.5,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-18,2,16,"Sunny,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-14,2,19,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-18,1,9.5,"Sunny,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-11,2,16,Overcast,N,0,1,1,0.5,0.0625,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-28,2,17,Sunny,N,0,6,6,3,0.352941176,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-06,2,17,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-20,1,9,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-21,1,9.5,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-26,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-05,2,17,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-03,3,24,"Sunny,Windy",N,0,0,0,0,0,BAT
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-20,2,16,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-04,2,17,"Sunny,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-17,1,9,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-18,1,9,Overcast,N,2,0,2,2,0.222222222,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-26,2,17,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-30,2,16,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-24,1,8.5,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-22,2,18,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-19,1,9,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-28,2,10.5,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-11,1,9.5,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-27,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-25,1,10.5,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-08,2,16,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-28,2,16,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-16,1,9,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-20,2,17,Overcast,N,0,1,1,0.5,0.058823529,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-16,1,9.5,"Sunny,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-07,2,17,"Overcast,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-09,2,17,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-30,1,10.5,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-30,2,17,Sunny,N,0,2,2,1,0.117647059,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-01,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-31,1,8.5,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-09,1,9.5,"Overcast,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-24,3,34,Sunny,N,0,0,0,0,0,BAT
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-31,1,8.5,Sunny,N,0,1,1,1,0.117647059,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-02,2,19,"Sunny,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-18,2,17,Sunny,N,0,1,1,0.5,0.058823529,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-06,1,9.5,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-29,2,17,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-30,1,8.5,"Sunny,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-25,1,8.5,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,May,2023-05-23,1,8.5,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jun,2023-06-26,2,16,"Overcast,Windy",N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-10,1,8.5,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-16,2,17,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-07,1,9.5,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-04,1,9.5,Overcast,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Aug,2023-08-03,1,9.5,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-12,2,17,Sunny,N,0,0,0,0,0,None
BAM,Bamfield,48.834409,-125.13689,2023,Jul,2023-07-14,2,17,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jul,2023-07-08,2,16,Sunny,N,2,0,2,1,0.125,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,May,2024-05-20,2,14,"Windy,Sunny",N,0,0,0,0,0,HRS
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jul,2023-07-05,1,8,Sunny,N,22,3,25,25,3.125,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,May,2024-05-15,2,19,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,May,2024-05-17,2,17,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jul,2024-07-26,2,17,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jun,2024-06-10,2,15,"Rain,Overcast",N,50,0,50,25,3.333333333,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jul,2024-07-24,2,17,"Rain,Overcast",N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jul,2023-07-12,2,17,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,May,2023-05-22,2,17,"Sunny,Windy",N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jun,2024-06-05,2,15,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jun,2024-06-07,2,15,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Aug,2024-08-02,2,19,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jul,2024-07-27,1,8.5,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,May,2024-05-24,2,17,Rain,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jul,2023-07-10,2,17,"Sunny,Windy",N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,May,2024-05-10,1,8.5,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-30,2,16,Sunny,N,7,0,7,3.5,0.4375,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-28,2,16,"Sunny,Windy",N,50,0,50,25,3.125,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jul,2024-07-31,2,17,Overcast,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Aug,2024-08-19,2,19,"Rain,Overcast",N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Aug,2024-08-21,2,19,Rain,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jul,2024-07-29,2,17,Overcast,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jul,2023-07-17,2,24,Overcast,N,0,10,10,5,0.416666667,HRS
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-09,2,16,Overcast,N,25,0,25,12.5,1.5625,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-12,2,16,"Sunny,Overcast",N,1,0,1,0.5,0.0625,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jul,2023-07-28,1,8.5,Sunny,N,0,0,0,0,0,BAT
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jul,2023-07-26,1,8.5,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Aug,2024-08-16,2,19,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,May,2023-05-15,2,18,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Aug,2023-08-21,2,19,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,May,2023-05-24,1,8.5,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Apr,2023-04-17,2,21,"Windy,Rain,Overcast",N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,May,2023-05-31,1,8.5,"Sunny,Windy,Overcast",N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-05,2,17,"Sunny,Windy",N,1,0,1,0.5,0.058823529,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Aug,2024-08-05,2,19,Sunny,N,0,0,0,0,0,BAT
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,May,2023-05-01,2,20,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,May,2023-05-03,2,19,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,May,2023-05-05,2,19,"Rain,Overcast",N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,May,2023-05-08,2,19,Sunny,N,0,0,0,0,0,BAT
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,May,2023-05-12,2,18,Sunny,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jul,2024-07-22,2,17,Overcast,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Aug,2023-08-18,2,19,"Sunny,Windy",N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jun,2024-06-28,2,15,Sunny,N,17,1,18,9,1.2,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jun,2024-06-12,2,15,Sunny,N,5,0,5,2.5,0.333333333,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jun,2024-06-14,2,15,Rain,N,10,0,10,5,0.666666667,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Apr,2023-04-19,2,21,"Sunny,Windy",N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-07,2,16,Sunny,N,800,0,800,400,50,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-14,2,18,"Sunny,Windy",N,25,0,25,12.5,1.388888889,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-17,2,16,Overcast,N,20,4,24,12,1.5,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-19,2,16,"Windy,Overcast",N,3,0,3,1.5,0.1875,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-21,2,16,Sunny,N,5,1,6,3,0.375,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Jun,2023-06-26,2,16,Sunny,N,240,2,242,121,15.125,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jun,2024-06-24,2,17,Sunny,N,9,0,9,4.5,0.529411765,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2024,Jun,2024-06-26,2,15,Rain,N,13,0,13,6.5,0.866666667,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Aug,2023-08-23,2,21,Overcast,N,0,0,0,0,0,None
CAM,Campbell River Aquarium,50.021321,-125.23547,2023,Aug,2023-08-25,2,21,"Sunny,Windy",N,0,0,0,0,0,None
